"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-14","2000","01","14","","6.6","","-2.8","","1.9","","16.1","","0.0","","8.0","","10.0","","18.0","","6","","20","E","70","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-15","2000","01","15","","-1.6","","-6.7","","-4.2","","22.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-16","2000","01","16","","-3.6","","-7.5","","-5.6","","23.6","","0.0","","1.4","","1.2","","2.6","","0","T","35","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-17","2000","01","17","","-1.8","","-4.7","","-3.3","","21.3","","0.0","","1.3","","1.2","","2.5","","0","T","36","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-18","2000","01","18","","-0.4","","-2.2","","-1.3","","19.3","","0.0","","0.9","","12.2","","11.7","","6","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-19","2000","01","19","","-0.2","","-4.4","","-2.3","","20.3","","0.0","","0.8","","3.0","","3.8","","11","","27","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-20","2000","01","20","","5.0","","-2.7","","1.2","","16.8","","0.0","","27.4","","3.6","","31.0","","10","","26","E","96","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-21","2000","01","21","","6.6","","-5.3","","0.7","","17.3","","0.0","","37.0","","0.0","","37.0","","0","T","17","E","96","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-22","2000","01","22","","5.6","","-3.4","","1.1","","16.9","","0.0","","9.5","","0.4","","9.9","","0","","28","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-23","2000","01","23","","-1.5","","-9.0","","-5.3","","23.3","","0.0","","0.0","","1.8","","1.8","","0","T","25","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-24","2000","01","24","","-0.6","","-10.4","","-5.5","","23.5","","0.0","","0.7","","8.0","","8.7","","1","","14","E","74","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-25","2000","01","25","","2.3","","-1.7","","0.3","","17.7","","0.0","","1.8","","0.0","T","1.8","","6","","14","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-26","2000","01","26","","13.6","","-0.7","","6.5","","11.5","","0.0","","3.0","","0.0","","3.0","","0","T","16","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-27","2000","01","27","","12.7","","4.3","","8.5","","9.5","","0.0","","6.4","","0.0","","6.4","","0","","18","E","70","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-28","2000","01","28","","4.4","","-1.2","","1.6","","16.4","","0.0","","1.7","","2.6","","4.3","","0","","9","E","35","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-29","2000","01","29","","-1.2","","-6.1","","-3.7","","21.7","","0.0","","0.0","","3.0","","3.0","","5","","33","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-30","2000","01","30","","-2.3","","-5.5","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","5","","29","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-01-31","2000","01","31","","-1.3","","-7.2","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","5","","17","E","52","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-01","2000","02","01","","2.9","","-1.4","","0.8","","17.2","","0.0","","5.2","","0.2","","5.4","","3","","25","E","70","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-02","2000","02","02","","1.3","","-3.1","","-0.9","","18.9","","0.0","","0.0","","16.6","","14.5","","2","","23","E","39","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-03","2000","02","03","","-2.1","","-8.2","","-5.2","","23.2","","0.0","","0.0","","2.2","","2.2","","13","","27","E","43","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-04","2000","02","04","","-3.2","","-12.5","","-7.9","","25.9","","0.0","","0.0","","0.7","","0.7","","13","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-05","2000","02","05","","-4.8","","-16.7","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-06","2000","02","06","","-2.4","","-10.8","","-6.6","","24.6","","0.0","","0.0","","1.0","","1.0","","10","","24","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-07","2000","02","07","","0.4","","-13.3","","-6.5","","24.5","","0.0","","0.0","","5.6","","5.6","","11","","28","E","85","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-08","2000","02","08","","-5.8","","-14.2","","-10.0","","28.0","","0.0","","0.0","","5.0","","3.5","","20","","31","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-09","2000","02","09","","3.1","","-12.4","","-4.7","","22.7","","0.0","","1.0","","0.0","T","1.0","","19","","22","E","85","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-10","2000","02","10","","2.3","","-10.8","","-4.3","","22.3","","0.0","","0.0","T","0.0","T","0.0","T","10","","25","E","67","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-11","2000","02","11","","-4.0","","-12.6","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-12","2000","02","12","","2.8","","-7.0","","-2.1","","20.1","","0.0","","0.8","","0.0","T","0.8","","8","","27","E","67","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-13","2000","02","13","","-3.3","","-9.1","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","5","","29","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-14","2000","02","14","","-1.4","","-5.0","","-3.2","","21.2","","0.0","","0.0","T","0.0","T","0.0","T","0","T","14","E","57","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-15","2000","02","15","","11.5","","-1.4","","5.1","","12.9","","0.0","","3.8","","0.0","","3.8","","0","T","20","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-16","2000","02","16","","3.4","","-3.9","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","E","76","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-17","2000","02","17","","1.9","","-7.5","","-2.8","","20.8","","0.0","","1.7","","0.6","","2.3","","0","T","28","E","82","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-18","2000","02","18","","-7.2","","-11.7","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","0","T","28","E","74","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-19","2000","02","19","","-5.5","","-11.3","","-8.4","","26.4","","0.0","","0.0","","3.2","","3.2","","0","T","27","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-20","2000","02","20","","-4.5","","-7.0","","-5.8","","23.8","","0.0","","0.0","","8.0","","7.6","","2","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-21","2000","02","21","","-0.3","","-7.3","","-3.8","","21.8","","0.0","","0.0","","2.4","","1.8","","12","","21","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-22","2000","02","22","","-5.4","","-12.8","","-9.1","","27.1","","0.0","","0.0","","0.0","T","0.0","T","10","","29","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-23","2000","02","23","","-1.3","","-11.6","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","8","","23","E","63","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-24","2000","02","24","","2.4","","-2.1","","0.2","","17.8","","0.0","","0.0","T","2.4","","2.2","","7","","22","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-25","2000","02","25","","-1.4","","-7.2","","-4.3","","22.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","35","E","54","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-26","2000","02","26","","-0.1","","-9.8","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-27","2000","02","27","","4.8","","-4.3","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","T","26","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-28","2000","02","28","","7.0","","2.3","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","0","T","26","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-02-29","2000","02","29","","4.8","","-0.1","","2.4","","15.6","","0.0","","9.5","","0.0","","9.5","","0","T","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-01","2000","03","01","","1.6","","-0.4","","0.6","","17.4","","0.0","","2.8","","0.0","","2.8","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-02","2000","03","02","","7.2","","0.0","","3.6","","14.4","","0.0","","8.5","","0.0","","8.5","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-03","2000","03","03","","5.7","","-0.5","","2.6","","15.4","","0.0","","2.0","","0.0","","2.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-04","2000","03","04","","13.2","","-0.5","","6.4","","11.6","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-05","2000","03","05","","1.6","","-1.0","","0.3","","17.7","","0.0","","2.8","","10.4","","13.0","","0","","28","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-06","2000","03","06","","-0.7","","-2.3","","-1.5","","19.5","","0.0","","0.0","","1.8","","1.6","","4","","31","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-07","2000","03","07","","-1.3","","-2.8","","-2.1","","20.1","","0.0","","0.0","T","4.6","","4.6","","7","","30","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-08","2000","03","08","","-0.4","","-2.8","","-1.6","","19.6","","0.0","","0.8","","4.0","","4.8","","8","","35","E","48","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-09","2000","03","09","","1.3","","-1.8","","-0.3","","18.3","","0.0","","0.7","","0.6","","1.3","","6","","23","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-10","2000","03","10","","7.0","","-6.6","","0.2","","17.8","","0.0","","10.3","","1.0","","11.3","","3","","1","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-11","2000","03","11","","-6.6","","-9.0","","-7.8","","25.8","","0.0","","0.0","","0.6","","0.6","","0","T","36","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-12","2000","03","12","","-1.3","","-8.0","","-4.7","","22.7","","0.0","","0.0","T","0.0","T","0.0","T","0","T","17","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-13","2000","03","13","","5.2","","-1.3","","2.0","","16.0","","0.0","","4.3","","0.0","","4.3","","0","T","17","E","67","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-14","2000","03","14","","1.8","","-4.7","","-1.5","","19.5","","0.0","","0.0","","1.8","","1.8","","0","T","25","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-15","2000","03","15","","3.3","","-7.0","","-1.9","","19.9","","0.0","","0.0","T","0.0","","0.0","T","0","T","23","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-16","2000","03","16","","10.5","","2.2","","6.4","","11.6","","0.0","","4.4","","0.0","","4.4","","0","T","21","E","72","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-17","2000","03","17","","10.7","","-3.3","","3.7","","14.3","","0.0","","28.9","","0.2","","29.1","","0","","19","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-18","2000","03","18","","11.2","","-7.9","","1.7","","16.3","","0.0","","43.2","","32.0","","72.0","","1","","19","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-19","2000","03","19","","-2.4","","-6.4","","-4.4","","22.4","","0.0","","0.0","","7.4","","7.4","","30","","4","E","57","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-20","2000","03","20","","-0.6","","-2.5","","-1.6","","19.6","","0.0","","0.0","T","0.0","T","0.0","T","26","","4","E","32","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-21","2000","03","21","","0.8","","-4.6","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","18","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-22","2000","03","22","","-2.1","","-7.6","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-23","2000","03","23","","3.4","","-6.2","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-24","2000","03","24","","3.1","","-4.2","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","9","","26","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-25","2000","03","25","","-1.1","","-3.9","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","T","7","","36","E","48","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-26","2000","03","26","","2.6","","-3.3","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","6","","31","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-27","2000","03","27","","5.1","","-1.3","","1.9","","16.1","","0.0","","10.0","","0.8","","10.8","","4","","28","E","95","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-28","2000","03","28","","4.8","","-2.9","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","1","","29","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-29","2000","03","29","","2.2","","-3.5","","-0.7","","18.7","","0.0","","1.8","","1.2","","3.0","","0","T","15","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-30","2000","03","30","","9.2","","1.5","","5.4","","12.6","","0.0","","1.0","","0.0","","1.0","","0","T","16","","56",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-03-31","2000","03","31","","14.2","","1.8","","8.0","","10.0","","0.0","","0.0","T","0.0","","0.0","T","0","T","18","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-01","2000","04","01","","10.9","","-0.3","","5.3","","12.7","","0.0","","1.1","","0.0","","1.1","","0","T","18","E","52","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-02","2000","04","02","","7.7","","-0.4","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","0","T","26","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-03","2000","04","03","","8.9","","0.4","","4.7","","13.3","","0.0","","2.4","","0.0","","2.4","","0","T","25","E","67","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-04","2000","04","04","","10.9","","-0.8","","5.1","","12.9","","0.0","","0.4","","0.0","T","0.4","","0","T","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-05","2000","04","05","","16.1","","0.6","","8.4","","9.6","","0.0","","9.4","","0.0","","9.4","","0","","16","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-06","2000","04","06","","9.9","","0.4","","5.2","","12.8","","0.0","","2.0","","0.0","T","2.0","","0","","25","E","63","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-07","2000","04","07","","11.0","","-2.3","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","0","","25","E","43","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-08","2000","04","08","","6.1","","-2.2","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-09","2000","04","09","","11.3","","0.3","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","17","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-10","2000","04","10","","6.3","","0.7","","3.5","","14.5","","0.0","","0.9","","0.0","","0.9","","0","","14","E","52","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-11","2000","04","11","","5.1","","-0.1","","2.5","","15.5","","0.0","","12.9","","0.0","T","12.9","","0","","31","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-12","2000","04","12","","2.3","","-3.0","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","0","","34","E","35","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-13","2000","04","13","","6.5","","-1.8","","2.4","","15.6","","0.0","","4.4","","0.0","","4.4","","0","","17","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-14","2000","04","14","","4.5","","-2.5","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","T","0","","26","E","61","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-15","2000","04","15","","4.1","","-2.5","","0.8","","17.2","","0.0","","1.1","","0.6","","1.7","","0","","22","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-16","2000","04","16","","4.8","","-1.4","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-17","2000","04","17","","0.7","","-6.1","","-2.7","","20.7","","0.0","","0.0","","3.6","","3.2","","2","","34","E","43","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-18","2000","04","18","","5.2","","-6.9","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","0","","29","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-19","2000","04","19","","5.7","","-6.5","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","0","","30","E","32","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-20","2000","04","20","","2.4","","-6.9","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-21","2000","04","21","","0.2","","-2.0","","-0.9","","18.9","","0.0","","5.0","","16.2","","21.2","","10","","36","E","39","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-22","2000","04","22","","2.6","","-2.2","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","9","","36","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-23","2000","04","23","","3.3","","-1.8","","0.8","","17.2","","0.0","","0.6","","0.0","","0.6","","6","","15","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-24","2000","04","24","","9.4","","2.3","","5.9","","12.1","","0.0","","5.3","","0.0","","5.3","","0","T","15","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-25","2000","04","25","","11.2","","-1.4","","4.9","","13.1","","0.0","","4.3","","0.6","","4.9","","0","T","35","E","32","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-26","2000","04","26","","1.6","","-4.2","","-1.3","","19.3","","0.0","","0.0","","0.6","","0.6","","0","T","1","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-27","2000","04","27","","14.8","","-2.7","","6.1","","11.9","","0.0","","0.9","","0.0","","0.9","","0","","19","E","35","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-28","2000","04","28","","13.0","","3.3","","8.2","","9.8","","0.0","","4.8","","0.0","","4.8","","0","","18","E","32","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-29","2000","04","29","","5.9","","0.3","","3.1","","14.9","","0.0","","0.9","","0.0","","0.9","","0","","26","E","57","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-04-30","2000","04","30","","10.9","","-0.3","","5.3","","12.7","","0.0","","18.0","","0.0","T","18.0","","0","","16","E","61","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-01","2000","05","01","","5.5","","0.8","","3.2","","14.8","","0.0","","1.9","","0.0","T","1.9","","0","","28","E","48","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-02","2000","05","02","","11.3","","0.5","","5.9","","12.1","","0.0","","4.2","","0.6","","4.8","","0","","17","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-03","2000","05","03","","8.8","","-0.9","","4.0","","14.0","","0.0","","10.2","","0.0","","10.2","","0","","21","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-04","2000","05","04","","11.3","","-1.5","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","0","","26","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-05","2000","05","05","","13.5","","0.1","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","22","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-06","2000","05","06","","6.6","","-4.6","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","T","0","","27","E","39","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-07","2000","05","07","","5.1","","-5.3","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-08","2000","05","08","","3.5","","-2.6","","0.5","","17.5","","0.0","","14.3","","0.6","","14.9","","0","","16","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-09","2000","05","09","","6.7","","0.2","","3.5","","14.5","","0.0","","0.0","","0.0","T","0.0","T","0","","30","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-10","2000","05","10","","7.0","","-3.6","","1.7","","16.3","","0.0","","0.0","","0.4","","0.4","","0","","30","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-11","2000","05","11","","10.2","","-2.4","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-12","2000","05","12","","8.0","","0.9","","4.5","","13.5","","0.0","","4.9","","0.0","","4.9","","0","","16","E","63","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-13","2000","05","13","","8.7","","3.5","","6.1","","11.9","","0.0","","6.1","","0.0","","6.1","","0","","15","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-14","2000","05","14","","12.7","","2.8","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-15","2000","05","15","","20.4","","5.1","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-16","2000","05","16","","19.0","","6.0","","12.5","","5.5","","0.0","","3.0","","0.0","","3.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-17","2000","05","17","","17.6","","5.8","","11.7","","6.3","","0.0","","5.2","","0.0","","5.2","","0","","25","E","43","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-18","2000","05","18","","18.5","","5.2","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","0","","24","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-19","2000","05","19","","16.2","","4.7","","10.5","","7.5","","0.0","","0.8","","0.0","","0.8","","0","","23","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-20","2000","05","20","","12.8","","2.9","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-21","2000","05","21","","4.8","","-2.1","","1.4","","16.6","","0.0","","0.2","","0.0","","0.2","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-22","2000","05","22","","12.4","","-2.1","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2000-05-23","2000","05","23","","13.5","","1.5","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
