"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-14","2006","01","14","","8.0","","-1.8","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","21","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-15","2006","01","15","","15.7","","5.4","","10.6","","7.4","","0.0","","1.0","","0.0","","1.0","","0","","19","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-16","2006","01","16","","12.2","","1.9","","7.1","","10.9","","0.0","","10.8","","0.0","","10.8","","0","","18","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-17","2006","01","17","","2.0","","-4.3","","-1.2","","19.2","","0.0","","0.0","","3.8","","3.8","","0","T","24","E","95","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-18","2006","01","18","","-1.9","","-6.4","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","0","T","18","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-19","2006","01","19","","5.4","","-2.5","","1.5","","16.5","","0.0","","8.6","","1.2","","9.8","","0","T","17","E","102","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-20","2006","01","20","","-0.4","","-3.5","","-2.0","","20.0","","0.0","","0.0","","0.8","","0.4","","0","T","28","E","70","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-21","2006","01","21","","1.1","","-2.5","","-0.7","","18.7","","0.0","","1.2","","5.4","","5.2","","5","","17","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-22","2006","01","22","","6.0","","-11.9","","-3.0","","21.0","","0.0","","6.4","","1.8","","8.0","","0","T","29","E","107","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-23","2006","01","23","","-8.8","","-13.3","","-11.1","","29.1","","0.0","","0.0","","0.0","","0.0","","0","T","28","E","96","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-24","2006","01","24","","-4.9","","-11.3","","-8.1","","26.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-25","2006","01","25","","-1.1","","-5.7","","-3.4","","21.4","","0.0","","0.0","T","3.2","","2.6","","0","T","6","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-26","2006","01","26","","4.3","","-2.7","","0.8","","17.2","","0.0","","9.7","","11.1","","19.0","","11","","28","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-27","2006","01","27","","-2.7","","-5.5","","-4.1","","22.1","","0.0","","0.0","","1.2","","1.0","","11","","28","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-28","2006","01","28","","-1.1","","-5.4","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","T","11","","28","E","63","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-29","2006","01","29","","-1.1","","-3.5","","-2.3","","20.3","","0.0","","0.0","T","0.8","","0.6","","10","","28","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-30","2006","01","30","","-1.9","","-6.9","","-4.4","","22.4","","0.0","","0.0","T","0.8","","0.6","","11","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-01-31","2006","01","31","","-3.2","","-6.4","","-4.8","","22.8","","0.0","","0.0","","0.4","","0.4","","11","","8","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-01","2006","02","01","","-0.4","","-6.4","","-3.4","","21.4","","0.0","","0.0","","38.4","","38.4","","11","","8","E","83","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-02","2006","02","02","","-0.5","","-2.1","","-1.3","","19.3","","0.0","","0.0","","11.2","","8.6","","55","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-03","2006","02","03","","-1.8","","-9.1","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","55","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-04","2006","02","04","","3.6","","-8.4","","-2.4","","20.4","","0.0","","0.2","","0.0","","0.2","","55","","17","E","76","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-05","2006","02","05","","3.6","","-2.5","","0.6","","17.4","","0.0","","2.6","","0.0","","2.6","","54","","14","","37",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-06","2006","02","06","","7.6","","-2.4","","2.6","","15.4","","0.0","","6.4","","0.0","","6.4","","50","","15","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-07","2006","02","07","","2.8","","-2.1","","0.4","","17.6","","0.0","","0.2","","0.2","","0.4","","40","","25","E","39","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-08","2006","02","08","","0.4","","-5.1","","-2.4","","20.4","","0.0","","0.0","","0.2","","0.0","T","36","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-09","2006","02","09","","-1.5","","-5.9","","-3.7","","21.7","","0.0","","0.0","","0.2","","0.0","T","34","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-10","2006","02","10","","-1.5","","-5.4","","-3.5","","21.5","","0.0","","0.0","","28.2","","25.8","","34","","36","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-11","2006","02","11","","-3.1","","-8.4","","-5.8","","23.8","","0.0","","0.0","","9.0","","7.0","","64","","29","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-12","2006","02","12","","-2.9","","-8.4","","-5.7","","23.7","","0.0","","0.0","","9.8","","9.6","","64","","12","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-13","2006","02","13","","5.3","","-3.2","","1.1","","16.9","","0.0","","5.4","","1.0","","6.4","","68","","25","E","122","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-14","2006","02","14","","-1.0","","-4.1","","-2.6","","20.6","","0.0","","0.0","","2.2","","1.4","","63","","26","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-15","2006","02","15","","-0.6","","-4.4","","-2.5","","20.5","","0.0","","0.0","","0.6","","0.0","T","63","","28","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-16","2006","02","16","","3.0","","-4.8","","-0.9","","18.9","","0.0","","0.0","","0.0","T","0.0","T","58","","25","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-17","2006","02","17","","3.5","","-7.8","","-2.2","","20.2","","0.0","","0.0","T","0.0","","0.0","T","52","","17","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-18","2006","02","18","","7.3","","-5.4","","1.0","","17.0","","0.0","","9.2","","1.0","","10.0","","40","","24","E","70","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-19","2006","02","19","","-4.8","","-10.4","","-7.6","","25.6","","0.0","","0.0","","4.1","","3.6","","41","","24","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-20","2006","02","20","","-5.2","","-10.4","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","40","","28","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-21","2006","02","21","","-3.1","","-12.0","","-7.6","","25.6","","0.0","","0.0","","0.4","","0.2","","40","","16","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-22","2006","02","22","","-2.7","","-9.4","","-6.1","","24.1","","0.0","","0.0","","2.2","","1.6","","41","","32","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-23","2006","02","23","","-6.4","","-10.9","","-8.7","","26.7","","0.0","","0.0","","0.0","T","0.0","T","40","","30","E","69","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-24","2006","02","24","","-3.9","","-10.4","","-7.2","","25.2","","0.0","","0.0","","0.8","","0.8","","38","","35","E","70","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-25","2006","02","25","","-1.6","","-5.8","","-3.7","","21.7","","0.0","","0.0","","54.0","","54.0","","50","","32","E","104","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-26","2006","02","26","","-3.6","","-9.8","","-6.7","","24.7","","0.0","","0.0","","3.2","","3.2","","85","","27","","87",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-27","2006","02","27","","-3.6","","-12.8","","-8.2","","26.2","","0.0","","0.0","","3.2","","2.4","","80","","28","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-02-28","2006","02","28","","-2.3","","-16.0","","-9.2","","27.2","","0.0","","0.0","","0.2","","0.2","","82","","26","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-01","2006","03","01","","-0.1","","-11.0","","-5.6","","23.6","","0.0","","0.6","","16.2","","16.8","","80","","11","E","74","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-02","2006","03","02","","-0.5","","-7.4","","-4.0","","22.0","","0.0","","0.0","T","6.6","","6.0","","95","","26","E","83","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-03","2006","03","03","","-2.0","","-7.9","","-5.0","","23.0","","0.0","","0.0","","12.5","","12.0","","96","","26","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-04","2006","03","04","","-2.4","","-7.7","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","106","","26","E","67","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-05","2006","03","05","","-0.8","","-6.0","","-3.4","","21.4","","0.0","","0.0","","0.8","","0.8","","104","","22","E","67","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-06","2006","03","06","","0.8","","-2.2","","-0.7","","18.7","","0.0","","0.0","","0.0","T","0.0","T","100","","24","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-07","2006","03","07","","-1.2","","-3.9","","-2.6","","20.6","","0.0","","0.0","T","1.0","","1.0","","96","","36","E","43","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-08","2006","03","08","","2.0","","-3.8","","-0.9","","18.9","","0.0","","0.0","","9.0","","8.6","","93","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-09","2006","03","09","","-2.3","","-3.9","","-3.1","","21.1","","0.0","","1.4","","4.8","","5.2","","97","","36","E","57","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-10","2006","03","10","","-0.9","","-8.0","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","96","","33","E","48","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-11","2006","03","11","","0.7","","-4.3","","-1.8","","19.8","","0.0","","14.4","","3.4","","17.8","","90","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-12","2006","03","12","","1.2","","-3.0","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","79","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-13","2006","03","13","","0.3","","-3.9","","-1.8","","19.8","","0.0","","0.0","","5.2","","4.8","","76","","29","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-14","2006","03","14","","0.5","","-2.6","","-1.1","","19.1","","0.0","","0.0","","0.6","","0.4","","78","","31","E","61","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-15","2006","03","15","","1.6","","-2.6","","-0.5","","18.5","","0.0","","13.0","","0.2","","13.2","","75","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-16","2006","03","16","","3.0","","-1.9","","0.6","","17.4","","0.0","","0.0","","3.2","","1.8","","68","","18","E","33","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-17","2006","03","17","","0.4","","-4.5","","-2.1","","20.1","","0.0","","0.0","","4.4","","4.4","","67","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-18","2006","03","18","","0.3","","-5.7","","-2.7","","20.7","","0.0","","0.0","","6.6","","6.6","","66","","12","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-19","2006","03","19","","0.3","","-3.4","","-1.6","","19.6","","0.0","","5.0","","0.0","","5.0","","66","","1","E","35","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-20","2006","03","20","","0.7","","-2.9","","-1.1","","19.1","","0.0","","0.0","T","0.4","","0.4","","63","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-21","2006","03","21","","0.4","","-3.9","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","61","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-22","2006","03","22","","2.3","","-5.5","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","59","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-23","2006","03","23","","0.6","","-4.5","","-2.0","","20.0","","0.0","","0.4","","0.0","","0.4","","51","","2","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-24","2006","03","24","","2.1","","-1.0","","0.6","","17.4","","0.0","","0.0","T","0.4","","0.4","","49","","2","E","32","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-25","2006","03","25","","1.8","","-1.3","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","46","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-26","2006","03","26","","2.5","","-1.9","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","40","","7","E","44","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-27","2006","03","27","","-1.0","","-2.5","","-1.8","","19.8","","0.0","","1.4","","17.8","","17.4","","38","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-28","2006","03","28","","-1.1","","-4.2","","-2.7","","20.7","","0.0","","0.0","T","13.8","","13.8","","54","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-29","2006","03","29","","-0.6","","-3.5","","-2.1","","20.1","","0.0","","3.2","","1.8","","5.0","","65","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-30","2006","03","30","","2.0","","-1.1","","0.5","","17.5","","0.0","","0.4","","0.0","T","0.4","","62","","","M","","M"
"-52.74","47.62","ST JOHN'S A","8403506","2006-03-31","2006","03","31","","2.9","","-0.5","","1.2","","16.8","","0.0","","0.0","T","0.0","T","0.0","T","57","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-01","2006","04","01","","4.9","","-0.3","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","52","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-02","2006","04","02","","5.7","","0.9","","3.3","","14.7","","0.0","","5.4","","0.0","","5.4","","46","","17","E","69","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-03","2006","04","03","","3.4","","-0.2","","1.6","","16.4","","0.0","","1.0","","0.4","","1.0","","37","","18","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-04","2006","04","04","","1.9","","-1.6","","0.2","","17.8","","0.0","","0.0","T","0.4","","0.4","","32","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-05","2006","04","05","","-0.5","","-2.5","","-1.5","","19.5","","0.0","","0.2","","0.0","","0.2","","30","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-06","2006","04","06","","3.2","","-1.7","","0.8","","17.2","","0.0","","25.2","","0.0","","25.2","","25","","16","E","52","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-07","2006","04","07","","6.0","","0.4","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","16","","22","E","50","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-08","2006","04","08","","8.5","","0.4","","4.5","","13.5","","0.0","","12.8","","0.0","","12.8","","14","","21","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-09","2006","04","09","","6.8","","2.1","","4.5","","13.5","","0.0","","3.6","","0.0","","3.6","","10","","26","E","52","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-10","2006","04","10","","8.6","","0.3","","4.5","","13.5","","0.0","","10.6","","0.0","","10.6","","7","","21","E","59","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-11","2006","04","11","","8.8","","-0.4","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-12","2006","04","12","","3.8","","-2.7","","0.6","","17.4","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-13","2006","04","13","","10.1","","-3.4","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","0","","26","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-14","2006","04","14","","11.2","","-4.2","","3.5","","14.5","","0.0","","0.6","","0.0","","0.6","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-15","2006","04","15","","6.4","","0.1","","3.3","","14.7","","0.0","","27.0","","0.0","","27.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-16","2006","04","16","","6.3","","1.1","","3.7","","14.3","","0.0","","5.8","","0.0","","5.8","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-17","2006","04","17","","3.5","","0.8","","2.2","","15.8","","0.0","","16.5","","0.0","","16.5","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-18","2006","04","18","","10.6","","0.3","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-19","2006","04","19","","5.9","","0.2","","3.1","","14.9","","0.0","","37.4","","0.0","","37.4","","0","","12","E","48","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-20","2006","04","20","","4.2","","0.0","","2.1","","15.9","","0.0","","2.8","","0.0","","2.8","","0","","2","E","65","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-21","2006","04","21","","0.7","","-0.4","","0.2","","17.8","","0.0","","25.2","","6.8","","32.0","","0","","3","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-22","2006","04","22","","1.4","","0.2","","0.8","","17.2","","0.0","","16.9","","0.0","","16.9","","1","","3","E","48","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-23","2006","04","23","","5.2","","-1.1","","2.1","","15.9","","0.0","","3.4","","0.0","","3.4","","0","","36","E","46","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-24","2006","04","24","","12.8","","-1.9","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-25","2006","04","25","","11.6","","-2.4","","4.6","","13.4","","0.0","","7.6","","0.0","","7.6","","0","","18","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-26","2006","04","26","","11.1","","-1.2","","5.0","","13.0","","0.0","","9.8","","0.0","","9.8","","0","","16","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-27","2006","04","27","","11.3","","-3.0","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-28","2006","04","28","","6.2","","-0.9","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-29","2006","04","29","","7.2","","0.7","","4.0","","14.0","","0.0","","2.2","","0.0","","2.2","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-04-30","2006","04","30","","9.8","","-0.7","","4.6","","13.4","","0.0","","9.2","","0.0","","9.2","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-01","2006","05","01","","13.5","","-1.5","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","27","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-02","2006","05","02","","19.1","","1.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-03","2006","05","03","","15.6","","1.6","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-04","2006","05","04","","20.7","","4.8","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-05","2006","05","05","","13.4","","4.4","","8.9","","9.1","","0.0","","1.4","","0.0","","1.4","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-06","2006","05","06","","19.6","","10.0","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-07","2006","05","07","","16.1","","8.0","","12.1","","5.9","","0.0","","2.2","","0.0","","2.2","","0","","16","E","37","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-08","2006","05","08","","13.0","","4.6","","8.8","","9.2","","0.0","","0.8","","0.0","","0.8","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-09","2006","05","09","","6.6","","0.6","","3.6","","14.4","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-10","2006","05","10","","9.2","","0.6","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-11","2006","05","11","","6.9","","-0.3","","3.3","","14.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-12","2006","05","12","","4.3","","2.4","","3.4","","14.6","","0.0","","1.0","","0.0","","1.0","","0","","36","E","43","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-13","2006","05","13","","4.9","","1.8","","3.4","","14.6","","0.0","","0.4","","0.0","","0.4","","0","","36","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-14","2006","05","14","","7.8","","2.0","","4.9","","13.1","","0.0","","0.0","T","0.0","","0.0","T","0","","36","E","32","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-15","2006","05","15","","23.5","","4.6","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","0","","26","E","41","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-16","2006","05","16","","7.6","","1.9","","4.8","","13.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-17","2006","05","17","","5.1","","2.4","","3.8","","14.2","","0.0","","6.2","","0.0","","6.2","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-18","2006","05","18","","6.0","","3.4","","4.7","","13.3","","0.0","","0.2","","0.0","","0.2","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-19","2006","05","19","","10.6","","2.3","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-20","2006","05","20","","11.8","","2.3","","7.1","","10.9","","0.0","","0.0","T","0.0","","0.0","T","0","","15","E","48","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-21","2006","05","21","","9.2","","5.2","","7.2","","10.8","","0.0","","29.8","","0.0","","29.8","","0","","13","E","56","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-22","2006","05","22","","15.5","","4.9","","10.2","","7.8","","0.0","","11.4","","0.0","","11.4","","0","","21","E","69","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-23","2006","05","23","","12.8","","4.9","","8.9","","9.1","","0.0","","0.0","T","0.0","","0.0","T","0","","25","E","78","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-24","2006","05","24","","8.3","","2.0","","5.2","","12.8","","0.0","","1.6","","0.0","","1.6","","0","","34","E","35","E"
"-52.74","47.62","ST JOHN'S A","8403506","2006-05-25","2006","05","25","","8.6","","2.0","","5.3","","12.7","","0.0","","0.8","","0.0","","0.8","","0","","","","<31",""
