x,y,CLIMATE_IDENTIFIER,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,STATION_NAME,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,LOCAL_DATE,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,LOCAL_MONTH,TOTAL_RAIN,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,ID,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,MAX_REL_HUMIDITY_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND,DIRECTION_MAX_GUST_FLAG,PROVINCE_CODE,LOCAL_YEAR
-52.742777777777775,47.62222222222222,8403506,,,0,,-2.5,,,,ST JOHN'S A,,,20.5,1954-12-13 00:00:00,13,,2,-1.1,,-3.9,12,0,,,8403506.1954.12.13,,,2,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,T,,0,,-4.2,,,,ST JOHN'S A,,,22.2,1954-12-14 00:00:00,14,,0,-1.7,,-6.7,12,0,T,,8403506.1954.12.14,,,0,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,3.3,,,,ST JOHN'S A,,,14.7,1954-12-15 00:00:00,15,,0,9.4,,-2.8,12,7.1,,,8403506.1954.12.15,,,7.1,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,8.6,,,,ST JOHN'S A,,,9.4,1954-12-16 00:00:00,16,,0,14.4,,2.8,12,3.3,,,8403506.1954.12.16,,,3.3,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,0.6,,,,ST JOHN'S A,,,17.4,1954-12-17 00:00:00,17,,2.3,3.3,,-2.2,12,1.5,,,8403506.1954.12.17,,,3.8,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,-3.4,,,,ST JOHN'S A,,,21.4,1954-12-18 00:00:00,18,,0,-0.6,,-6.1,12,0,,,8403506.1954.12.18,,,0,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,-1.2,,,,ST JOHN'S A,,,19.2,1954-12-19 00:00:00,19,,0,3.3,,-5.6,12,0,,,8403506.1954.12.19,,,0,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,5,,,,ST JOHN'S A,,,13,1954-12-20 00:00:00,20,,0,9.4,,0.6,12,1.5,,,8403506.1954.12.20,,,1.5,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,8.3,,,,ST JOHN'S A,,,9.7,1954-12-21 00:00:00,21,,0,9.4,,7.2,12,20.3,,,8403506.1954.12.21,,,20.3,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,7.8,,,,ST JOHN'S A,,,10.2,1954-12-22 00:00:00,22,,0,8.9,,6.7,12,2.3,,,8403506.1954.12.22,,,2.3,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,3.7,,,,ST JOHN'S A,,,14.3,1954-12-23 00:00:00,23,,0,5.6,,1.7,12,1,,,8403506.1954.12.23,,,1,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,4.2,,,,ST JOHN'S A,,,13.8,1954-12-24 00:00:00,24,,0,9.4,,-1.1,12,9.7,,,8403506.1954.12.24,,,9.7,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,0.8,,,,ST JOHN'S A,,,17.2,1954-12-25 00:00:00,25,,2,2.2,,-0.6,12,0,,,8403506.1954.12.25,,,2,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,-3.4,,,,ST JOHN'S A,,,21.4,1954-12-26 00:00:00,26,,0.5,-1.7,,-5,12,0,,,8403506.1954.12.26,,,0.5,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,T,,0,,-1.9,,,,ST JOHN'S A,,,19.9,1954-12-27 00:00:00,27,,0,0.6,,-4.4,12,0,T,,8403506.1954.12.27,,,0,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,-5.6,,,,ST JOHN'S A,,,23.6,1954-12-28 00:00:00,28,,1.5,-3.9,,-7.2,12,0,,,8403506.1954.12.28,,,1.5,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,-5.6,,,,ST JOHN'S A,,,23.6,1954-12-29 00:00:00,29,,49.3,-2.8,,-8.3,12,0,,,8403506.1954.12.29,,,49.3,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,-6.1,,,,ST JOHN'S A,,,24.1,1954-12-30 00:00:00,30,,11.7,-1.1,,-11.1,12,0,,,8403506.1954.12.30,,,11.7,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,,0,,-4.7,,,T,ST JOHN'S A,,,22.7,1954-12-31 00:00:00,31,,5.6,1.7,,-11.1,12,0,,,8403506.1954.12.31,,,5.6,,,,,NL,1954
-52.742777777777775,47.62222222222222,8403506,,27,0,,-5.3,,65,T,ST JOHN'S A,,84,23.3,1955-01-01 00:00:00,1,,0,-3.9,,-6.7,1,0,T,,8403506.1955.1.1,,,0,,137,48,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,29,0,,-5.3,,84,T,ST JOHN'S A,,92,23.3,1955-01-02 00:00:00,2,,0.3,-3.3,,-7.2,1,0,,,8403506.1955.1.2,,,0.3,,97,48,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,0,0,,-3.4,,78,,ST JOHN'S A,,96,21.4,1955-01-03 00:00:00,3,,0,-1.7,,-5,1,0,T,,8403506.1955.1.3,,,0,,0,48,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,5,0,,-0.6,,81,,ST JOHN'S A,,100,18.6,1955-01-04 00:00:00,4,,0,2.8,,-3.9,1,23.1,,,8403506.1955.1.4,,,23.1,,105,46,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,7,0,,2.8,,100,,ST JOHN'S A,,100,15.2,1955-01-05 00:00:00,5,,0,3.9,,1.7,1,11.9,,,8403506.1955.1.5,,,11.9,,137,25,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,2,0,,1.7,,100,,ST JOHN'S A,,100,16.3,1955-01-06 00:00:00,6,,0,2.2,,1.1,1,1,,,8403506.1955.1.6,,,1,,48,5,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,2,0,,2.5,,92,,ST JOHN'S A,,100,15.5,1955-01-07 00:00:00,7,,0,5.6,,-0.6,1,23.4,,,8403506.1955.1.7,,,23.4,,56,3,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,5,0,,2,,100,,ST JOHN'S A,,100,16,1955-01-08 00:00:00,8,,0,3.3,,0.6,1,14.7,,,8403506.1955.1.8,T,,14.7,,32,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,5,0,,1.7,,92,,ST JOHN'S A,,100,16.3,1955-01-09 00:00:00,9,,0,2.2,,1.1,1,8.4,,,8403506.1955.1.9,T,,8.4,,72,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,2,0,,0.6,,85,,ST JOHN'S A,,100,17.4,1955-01-10 00:00:00,10,,5.6,1.7,,-0.6,1,5.1,,,8403506.1955.1.10,T,,10.7,,142,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,36,0,,0.6,,100,,ST JOHN'S A,,100,17.4,1955-01-11 00:00:00,11,,0,1.7,,-0.6,1,5.3,,,8403506.1955.1.11,T,,5.3,,113,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,34,0,,0,,96,,ST JOHN'S A,,100,18,1955-01-12 00:00:00,12,,0,0.6,,-0.6,1,0.8,,,8403506.1955.1.12,T,,0.8,,56,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,27,0,,0.3,,96,T,ST JOHN'S A,,100,17.7,1955-01-13 00:00:00,13,,0,1.7,,-1.1,1,0,T,,8403506.1955.1.13,T,,0,,56,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,7,0,,0.9,,100,,ST JOHN'S A,,100,17.1,1955-01-14 00:00:00,14,,0,2.8,,-1.1,1,24.4,,,8403506.1955.1.14,T,,24.4,,113,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,36,0,,2.5,,100,,ST JOHN'S A,,100,15.5,1955-01-15 00:00:00,15,,0,4.4,,0.6,1,34.5,,,8403506.1955.1.15,T,,34.5,,93,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,34,0,,1.7,,100,,ST JOHN'S A,,100,16.3,1955-01-16 00:00:00,16,,0,2.8,,0.6,1,10.9,,,8403506.1955.1.16,T,,10.9,,48,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,0,0,,2.2,,100,,ST JOHN'S A,,100,15.8,1955-01-17 00:00:00,17,,0,3.3,,1.1,1,1,,,8403506.1955.1.17,T,,1,,0,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,0,0,,0.6,,100,,ST JOHN'S A,,100,17.4,1955-01-18 00:00:00,18,,0,1.1,,0,1,0.3,,,8403506.1955.1.18,,,0.3,,0,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,36,0,,0.3,,92,,ST JOHN'S A,,100,17.7,1955-01-19 00:00:00,19,,0,1.1,,-0.6,1,2.8,,,8403506.1955.1.19,,,2.8,,80,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,7,0,,0,,88,,ST JOHN'S A,,100,18,1955-01-20 00:00:00,20,,0,1.1,,-1.1,1,0,,,8403506.1955.1.20,T,,0,,80,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,36,0,,0.9,,92,,ST JOHN'S A,,100,17.1,1955-01-21 00:00:00,21,,3.3,1.7,,0,1,11.4,,,8403506.1955.1.21,,,14.7,,84,0,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,32,0,,-1.4,,85,,ST JOHN'S A,,100,19.4,1955-01-22 00:00:00,22,,5.8,0,,-2.8,1,0,,,8403506.1955.1.22,,,5.8,,138,3,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,32,0,,-4.2,,81,,ST JOHN'S A,,88,22.2,1955-01-23 00:00:00,23,,1.5,-3.3,,-5,1,0,,,8403506.1955.1.23,,,1.5,,63,10,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,0,0,,-5,,63,,ST JOHN'S A,,88,23,1955-01-24 00:00:00,24,,6.4,-2.2,,-7.8,1,0,,,8403506.1955.1.24,,,6.4,,0,10,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,0,0,,-2.5,,88,T,ST JOHN'S A,,100,20.5,1955-01-25 00:00:00,25,,18.5,0,,-5,1,0,,,8403506.1955.1.25,,,18.5,,0,15,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,29,0,,-2.2,,92,,ST JOHN'S A,,100,20.2,1955-01-26 00:00:00,26,,16.5,-1.1,,-3.3,1,0,,,8403506.1955.1.26,,,16.5,,72,4,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,27,0,,-5.6,,77,,ST JOHN'S A,,100,23.6,1955-01-27 00:00:00,27,,19.1,0,,-11.1,1,0,,,8403506.1955.1.27,,,19.1,,113,51,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,25,0,,-7,,77,,ST JOHN'S A,,100,25,1955-01-28 00:00:00,28,,2.3,-2.8,,-11.1,1,0,,,8403506.1955.1.28,,,2.3,,121,69,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,25,0,,-5.9,,74,,ST JOHN'S A,,92,23.9,1955-01-29 00:00:00,29,,0.5,-5,,-6.7,1,0,,,8403506.1955.1.29,,,0.5,,137,71,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,27,0,,-7.5,,67,,ST JOHN'S A,,77,25.5,1955-01-30 00:00:00,30,,0,-6.1,,-8.9,1,0,,,8403506.1955.1.30,,,0,,116,71,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,32,0,,-9.5,,73,,ST JOHN'S A,,96,27.5,1955-01-31 00:00:00,31,,5.8,-5.6,,-13.3,1,0,,,8403506.1955.1.31,,,5.8,,74,69,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,0,0,,-8.7,,80,,ST JOHN'S A,,96,26.7,1955-02-01 00:00:00,1,,1.3,-5.6,,-11.7,2,0,,,8403506.1955.2.1,,,1.3,,0,76,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,29,0,,-9.2,,66,T,ST JOHN'S A,,92,27.2,1955-02-02 00:00:00,2,,0.3,-2.2,,-16.1,2,0,,,8403506.1955.2.2,,,0.3,,58,76,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,36,0,,-6.4,,78,T,ST JOHN'S A,,96,24.4,1955-02-03 00:00:00,3,,5.3,-1.7,,-11.1,2,0,,,8403506.1955.2.3,,,5.3,,72,76,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,34,0,,-3.6,,78,,ST JOHN'S A,,96,21.6,1955-02-04 00:00:00,4,,3.8,-2.2,,-5,2,0.3,,,8403506.1955.2.4,,,4.1,,97,76,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,36,0,,-2.3,,84,,ST JOHN'S A,,100,20.3,1955-02-05 00:00:00,5,,2,-0.6,,-3.9,2,0.5,,,8403506.1955.2.5,,,2.5,,105,71,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,34,0,,-5.9,,74,,ST JOHN'S A,,92,23.9,1955-02-06 00:00:00,6,,0,-2.8,,-8.9,2,0,T,,8403506.1955.2.6,,,0,,56,74,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,16,0,,-3.1,,82,,ST JOHN'S A,,100,21.1,1955-02-07 00:00:00,7,,19.1,1.7,,-7.8,2,2.5,,,8403506.1955.2.7,,,21.6,,121,71,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,16,0,,-3.9,,74,,ST JOHN'S A,,100,21.9,1955-02-08 00:00:00,8,,0.5,-0.6,,-7.2,2,0,,,8403506.1955.2.8,,,0.5,,121,79,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,27,0,,-10,,64,,ST JOHN'S A,,81,28,1955-02-09 00:00:00,9,,0,-7.8,,-12.2,2,0,T,,8403506.1955.2.9,,,0,,80,71,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,27,0,,-5.6,,62,T,ST JOHN'S A,,84,23.6,1955-02-10 00:00:00,10,,0.5,-1.1,,-10,2,0,,,8403506.1955.2.10,,,0.5,,97,71,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,23,0,,-1.2,,78,T,ST JOHN'S A,,96,19.2,1955-02-11 00:00:00,11,,0,3.3,,-5.6,2,0,T,,8403506.1955.2.11,,,0,,48,71,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,16,0,,3.1,,92,,ST JOHN'S A,,100,14.9,1955-02-12 00:00:00,12,,0,6.1,,0,2,30.5,,,8403506.1955.2.12,,,30.5,,72,61,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,18,0,,2.2,,88,,ST JOHN'S A,,100,15.8,1955-02-13 00:00:00,13,,21.8,5,,-0.6,2,20.6,,,8403506.1955.2.13,,,42.4,,64,25,S,NL,1955
-52.742777777777775,47.62222222222222,8403506,,29,0,,-6.7,,77,,ST JOHN'S A,,96,24.7,1955-02-14 00:00:00,14,,2,-4.4,,-8.9,2,0,,,8403506.1955.2.14,,,2,,84,33,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,29,0,,-9.5,,73,,ST JOHN'S A,,84,27.5,1955-02-15 00:00:00,15,,0,-6.7,,-12.2,2,0,,,8403506.1955.2.15,,,0,,56,36,,NL,1955
-52.742777777777775,47.62222222222222,8403506,T,2,0,,-8.1,,65,,ST JOHN'S A,,87,26.1,1955-02-16 00:00:00,16,,0,-3.9,,-12.2,2,0,T,,8403506.1955.2.16,,,0,,48,30,,NL,1955
-52.742777777777775,47.62222222222222,8403506,,34,0,,-4.5,,88,,ST JOHN'S A,,96,22.5,1955-02-17 00:00:00,17,,3,-2.2,,-6.7,2,0.3,,,8403506.1955.2.17,,,3.3,,64,28,,NL,1955
