x,y,TOTAL_SNOW,MIN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,PROVINCE_CODE,TOTAL_RAIN,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST,STATION_NAME,MIN_REL_HUMIDITY,LOCAL_DATE,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,CLIMATE_IDENTIFIER,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS,ID,MAX_TEMPERATURE,LOCAL_YEAR
-52.7,47.56666666666667,0,7.2,,15.2,,,,,26,,6,11.4,,NL,15.2,,,,ST JOHN'S,,1901-06-26 00:00:00,,,,,,6.6,8403500,,,0,8403500.1901.6.26,15.6,1901
-52.7,47.56666666666667,0,4.4,,3.6,,,,,27,,6,8.9,,NL,3.6,,,,ST JOHN'S,,1901-06-27 00:00:00,,,,,,9.1,8403500,,,0,8403500.1901.6.27,13.3,1901
-52.7,47.56666666666667,0,4.4,,4.1,,,,,28,,6,8.9,,NL,4.1,,,,ST JOHN'S,,1901-06-28 00:00:00,,,,,,9.1,8403500,,,0,8403500.1901.6.28,13.3,1901
-52.7,47.56666666666667,0,2.2,,0,,,,,29,,6,6.1,,NL,0,,,,ST JOHN'S,,1901-06-29 00:00:00,,,,,,11.9,8403500,,,0,8403500.1901.6.29,10,1901
-52.7,47.56666666666667,0,4.4,,0,,,,,30,,6,13.9,,NL,0,,,,ST JOHN'S,,1901-06-30 00:00:00,,,,,,4.1,8403500,,,0,8403500.1901.6.30,23.3,1901
-52.7,47.56666666666667,0,12.2,,0,,,,,1,,7,20.3,,NL,0,,,,ST JOHN'S,,1901-07-01 00:00:00,,,,,,0,8403500,,,2.3,8403500.1901.7.1,28.3,1901
-52.7,47.56666666666667,0,4.4,,8.1,,,,,2,,7,10,,NL,8.1,,,,ST JOHN'S,,1901-07-02 00:00:00,,,,,,8,8403500,,,0,8403500.1901.7.2,15.6,1901
-52.7,47.56666666666667,0,2.2,,0,,,,,3,,7,6.7,,NL,0,,,,ST JOHN'S,,1901-07-03 00:00:00,,,,,,11.3,8403500,,,0,8403500.1901.7.3,11.1,1901
-52.7,47.56666666666667,0,7.8,,33,,,,,4,,7,13.9,,NL,33,,,,ST JOHN'S,,1901-07-04 00:00:00,,,,,,4.1,8403500,,,0,8403500.1901.7.4,20,1901
-52.7,47.56666666666667,0,9.4,,1.5,,,,,5,,7,13.3,,NL,1.5,,,,ST JOHN'S,,1901-07-05 00:00:00,,,,,,4.7,8403500,,,0,8403500.1901.7.5,17.2,1901
-52.7,47.56666666666667,0,5.6,,0,,,,,6,,7,10,,NL,0,,,,ST JOHN'S,,1901-07-06 00:00:00,,,,,,8,8403500,,,0,8403500.1901.7.6,14.4,1901
-52.7,47.56666666666667,0,4.4,,0,,,,,7,,7,10.6,,NL,0,,,,ST JOHN'S,,1901-07-07 00:00:00,,,,,,7.4,8403500,,,0,8403500.1901.7.7,16.7,1901
-52.7,47.56666666666667,0,7.2,,1,,,,,8,,7,8.9,,NL,1,,,,ST JOHN'S,,1901-07-08 00:00:00,,,,,,9.1,8403500,,,0,8403500.1901.7.8,10.6,1901
-52.7,47.56666666666667,0,7.2,,3,,,,,9,,7,11.4,,NL,3,,,,ST JOHN'S,,1901-07-09 00:00:00,,,,,,6.6,8403500,,,0,8403500.1901.7.9,15.6,1901
-52.7,47.56666666666667,0,7.8,,0,,,,,10,,7,14.5,,NL,0,,,,ST JOHN'S,,1901-07-10 00:00:00,,,,,,3.5,8403500,,,0,8403500.1901.7.10,21.1,1901
-52.7,47.56666666666667,0,6.7,,1.5,,,,,11,,7,12.3,,NL,1.5,,,,ST JOHN'S,,1901-07-11 00:00:00,,,,,,5.7,8403500,,,0,8403500.1901.7.11,17.8,1901
-52.7,47.56666666666667,0,12.8,,0,,,,,12,,7,18.1,,NL,0,,,,ST JOHN'S,,1901-07-12 00:00:00,,,,,,0,8403500,,,0.1,8403500.1901.7.12,23.3,1901
-52.7,47.56666666666667,0,11.1,,0,,,,,13,,7,18.4,,NL,0,,,,ST JOHN'S,,1901-07-13 00:00:00,,,,,,0,8403500,,,0.4,8403500.1901.7.13,25.6,1901
-52.7,47.56666666666667,0,9.4,,0,,,,,14,,7,15.8,,NL,0,,,,ST JOHN'S,,1901-07-14 00:00:00,,,,,,2.2,8403500,,,0,8403500.1901.7.14,22.2,1901
-52.7,47.56666666666667,0,7.2,,6.9,,,,,15,,7,8.3,,NL,6.9,,,,ST JOHN'S,,1901-07-15 00:00:00,,,,,,9.7,8403500,,,0,8403500.1901.7.15,9.4,1901
-52.7,47.56666666666667,0,5.6,,22.9,,,,,16,,7,8.1,,NL,22.9,,,,ST JOHN'S,,1901-07-16 00:00:00,,,,,,9.9,8403500,,,0,8403500.1901.7.16,10.6,1901
-52.7,47.56666666666667,0,4.4,,0.5,,,,,17,,7,7.8,,NL,0.5,,,,ST JOHN'S,,1901-07-17 00:00:00,,,,,,10.2,8403500,,,0,8403500.1901.7.17,11.1,1901
-52.7,47.56666666666667,0,7.2,,7.6,,,,,18,,7,10.8,,NL,7.6,,,,ST JOHN'S,,1901-07-18 00:00:00,,,,,,7.2,8403500,,,0,8403500.1901.7.18,14.4,1901
-52.7,47.56666666666667,0,5,,0,,,,,19,,7,9.7,,NL,0,,,,ST JOHN'S,,1901-07-19 00:00:00,,,,,,8.3,8403500,,,0,8403500.1901.7.19,14.4,1901
-52.7,47.56666666666667,0,8.3,,3,,,,,20,,7,15.8,,NL,3,,,,ST JOHN'S,,1901-07-20 00:00:00,,,,,,2.2,8403500,,,0,8403500.1901.7.20,23.3,1901
-52.7,47.56666666666667,0,11.7,,0,,,,,21,,7,17.5,,NL,0,,,,ST JOHN'S,,1901-07-21 00:00:00,,,,,,0.5,8403500,,,0,8403500.1901.7.21,23.3,1901
-52.7,47.56666666666667,0,12.2,,0,,,,,22,,7,17.2,,NL,0,,,,ST JOHN'S,,1901-07-22 00:00:00,,,,,,0.8,8403500,,,0,8403500.1901.7.22,22.2,1901
-52.7,47.56666666666667,0,15.6,,0.5,,,,,23,,7,20.9,,NL,0.5,,,,ST JOHN'S,,1901-07-23 00:00:00,,,,,,0,8403500,,,2.9,8403500.1901.7.23,26.1,1901
-52.7,47.56666666666667,0,16.1,,0,,,,,24,,7,21.4,,NL,0,,,,ST JOHN'S,,1901-07-24 00:00:00,,,,,,0,8403500,,,3.4,8403500.1901.7.24,26.7,1901
-52.7,47.56666666666667,0,11.1,,1.5,,,,,25,,7,15,,NL,1.5,,,,ST JOHN'S,,1901-07-25 00:00:00,,,,,,3,8403500,,,0,8403500.1901.7.25,18.9,1901
-52.7,47.56666666666667,0,12.8,,0,,,,,26,,7,17,,NL,0,,,,ST JOHN'S,,1901-07-26 00:00:00,,,,,,1,8403500,,,0,8403500.1901.7.26,21.1,1901
-52.7,47.56666666666667,0,10,,0,,,,,27,,7,13.9,,NL,0,,,,ST JOHN'S,,1901-07-27 00:00:00,,,,,,4.1,8403500,,,0,8403500.1901.7.27,17.8,1901
-52.7,47.56666666666667,0,7.8,,0,,,,,28,,7,15.6,,NL,0,,,,ST JOHN'S,,1901-07-28 00:00:00,,,,,,2.4,8403500,,,0,8403500.1901.7.28,23.3,1901
-52.7,47.56666666666667,0,13.3,,0,,,,,29,,7,19.5,,NL,0,,,,ST JOHN'S,,1901-07-29 00:00:00,,,,,,0,8403500,,,1.5,8403500.1901.7.29,25.6,1901
-52.7,47.56666666666667,0,12.2,,3.8,,,,,30,,7,14.5,,NL,3.8,,,,ST JOHN'S,,1901-07-30 00:00:00,,,,,,3.5,8403500,,,0,8403500.1901.7.30,16.7,1901
-52.7,47.56666666666667,0,10.6,,0,,,,,31,,7,15,,NL,0,,,,ST JOHN'S,,1901-07-31 00:00:00,,,,,,3,8403500,,,0,8403500.1901.7.31,19.4,1901
-52.7,47.56666666666667,0,12.8,,3,,,,,1,,8,19.8,,NL,3,,,,ST JOHN'S,,1901-08-01 00:00:00,,,,,,0,8403500,,,1.8,8403500.1901.8.1,26.7,1901
-52.7,47.56666666666667,0,14.4,,0,,,,,2,,8,17.2,,NL,0,,,,ST JOHN'S,,1901-08-02 00:00:00,,,,,,0.8,8403500,,,0,8403500.1901.8.2,20,1901
-52.7,47.56666666666667,0,12.8,,31,,,,,3,,8,17,,NL,31,,,,ST JOHN'S,,1901-08-03 00:00:00,,,,,,1,8403500,,,0,8403500.1901.8.3,21.1,1901
-52.7,47.56666666666667,0,17.2,,0.5,,,,,4,,8,21.4,,NL,0.5,,,,ST JOHN'S,,1901-08-04 00:00:00,,,,,,0,8403500,,,3.4,8403500.1901.8.4,25.6,1901
-52.7,47.56666666666667,0,15.6,,0,,,,,5,,8,19.8,,NL,0,,,,ST JOHN'S,,1901-08-05 00:00:00,,,,,,0,8403500,,,1.8,8403500.1901.8.5,23.9,1901
-52.7,47.56666666666667,0,16.7,,10.7,,,,,6,,8,19.5,,NL,10.7,,,,ST JOHN'S,,1901-08-06 00:00:00,,,,,,0,8403500,,,1.5,8403500.1901.8.6,22.2,1901
-52.7,47.56666666666667,0,14.4,,0,,,,,7,,8,19.7,,NL,0,,,,ST JOHN'S,,1901-08-07 00:00:00,,,,,,0,8403500,,,1.7,8403500.1901.8.7,25,1901
-52.7,47.56666666666667,0,15.6,,0,,,,,8,,8,21.4,,NL,0,,,,ST JOHN'S,,1901-08-08 00:00:00,,,,,,0,8403500,,,3.4,8403500.1901.8.8,27.2,1901
-52.7,47.56666666666667,0,15.6,,0,,,,,9,,8,19.8,,NL,0,,,,ST JOHN'S,,1901-08-09 00:00:00,,,,,,0,8403500,,,1.8,8403500.1901.8.9,23.9,1901
-52.7,47.56666666666667,0,11.1,,2.5,,,,,10,,8,15.6,,NL,2.5,,,,ST JOHN'S,,1901-08-10 00:00:00,,,,,,2.4,8403500,,,0,8403500.1901.8.10,20,1901
-52.7,47.56666666666667,0,14.4,,1.3,,,,,11,,8,17.5,,NL,1.3,,,,ST JOHN'S,,1901-08-11 00:00:00,,,,,,0.5,8403500,,,0,8403500.1901.8.11,20.6,1901
-52.7,47.56666666666667,0,11.1,,10.2,,,,,12,,8,14.5,,NL,10.2,,,,ST JOHN'S,,1901-08-12 00:00:00,,,,,,3.5,8403500,,,0,8403500.1901.8.12,17.8,1901
-52.7,47.56666666666667,0,8.3,,15.2,,,,,13,,8,10.6,,NL,15.2,,,,ST JOHN'S,,1901-08-13 00:00:00,,,,,,7.4,8403500,,,0,8403500.1901.8.13,12.8,1901
-52.7,47.56666666666667,0,7.8,,0,,,,,14,,8,13.4,,NL,0,,,,ST JOHN'S,,1901-08-14 00:00:00,,,,,,4.6,8403500,,,0,8403500.1901.8.14,18.9,1901
-52.7,47.56666666666667,0,7.2,,0,,,,,15,,8,14.2,,NL,0,,,,ST JOHN'S,,1901-08-15 00:00:00,,,,,,3.8,8403500,,,0,8403500.1901.8.15,21.1,1901
-52.7,47.56666666666667,0,12.2,,0,,,,,16,,8,17,,NL,0,,,,ST JOHN'S,,1901-08-16 00:00:00,,,,,,1,8403500,,,0,8403500.1901.8.16,21.7,1901
-52.7,47.56666666666667,0,12.2,,13,,,,,17,,8,17.8,,NL,13,,,,ST JOHN'S,,1901-08-17 00:00:00,,,,,,0.2,8403500,,,0,8403500.1901.8.17,23.3,1901
-52.7,47.56666666666667,0,11.1,,0,,,,,18,,8,16.4,,NL,0,,,,ST JOHN'S,,1901-08-18 00:00:00,,,,,,1.6,8403500,,,0,8403500.1901.8.18,21.7,1901
-52.7,47.56666666666667,0,8.9,,1.5,,,,,19,,8,11.4,,NL,1.5,,,,ST JOHN'S,,1901-08-19 00:00:00,,,,,,6.6,8403500,,,0,8403500.1901.8.19,13.9,1901
-52.7,47.56666666666667,0,8.9,,0,,,,,20,,8,13.9,,NL,0,,,,ST JOHN'S,,1901-08-20 00:00:00,,,,,,4.1,8403500,,,0,8403500.1901.8.20,18.9,1901
-52.7,47.56666666666667,0,10.6,,0,,,,,21,,8,16.7,,NL,0,,,,ST JOHN'S,,1901-08-21 00:00:00,,,,,,1.3,8403500,,,0,8403500.1901.8.21,22.8,1901
-52.7,47.56666666666667,0,10,,1.5,,,,,22,,8,13.6,,NL,1.5,,,,ST JOHN'S,,1901-08-22 00:00:00,,,,,,4.4,8403500,,,0,8403500.1901.8.22,17.2,1901
-52.7,47.56666666666667,0,10.6,,0,,,,,23,,8,15.9,,NL,0,,,,ST JOHN'S,,1901-08-23 00:00:00,,,,,,2.1,8403500,,,0,8403500.1901.8.23,21.1,1901
-52.7,47.56666666666667,0,13.9,,0,,,,,24,,8,18.6,,NL,0,,,,ST JOHN'S,,1901-08-24 00:00:00,,,,,,0,8403500,,,0.6,8403500.1901.8.24,23.3,1901
-52.7,47.56666666666667,0,13.3,,0,,,,,25,,8,19.5,,NL,0,,,,ST JOHN'S,,1901-08-25 00:00:00,,,,,,0,8403500,,,1.5,8403500.1901.8.25,25.6,1901
-52.7,47.56666666666667,0,15.6,,0,,,,,26,,8,19.5,,NL,0,,,,ST JOHN'S,,1901-08-26 00:00:00,,,,,,0,8403500,,,1.5,8403500.1901.8.26,23.3,1901
-52.7,47.56666666666667,0,13.3,,2.5,,,,,27,,8,16.1,,NL,2.5,,,,ST JOHN'S,,1901-08-27 00:00:00,,,,,,1.9,8403500,,,0,8403500.1901.8.27,18.9,1901
-52.7,47.56666666666667,0,10,,27.9,,,,,28,,8,11.7,,NL,27.9,,,,ST JOHN'S,,1901-08-28 00:00:00,,,,,,6.3,8403500,,,0,8403500.1901.8.28,13.3,1901
-52.7,47.56666666666667,0,9.4,,2,,,,,29,,8,12.5,,NL,2,,,,ST JOHN'S,,1901-08-29 00:00:00,,,,,,5.5,8403500,,,0,8403500.1901.8.29,15.6,1901
-52.7,47.56666666666667,0,8.9,,0,,,,,30,,8,15.9,,NL,0,,,,ST JOHN'S,,1901-08-30 00:00:00,,,,,,2.1,8403500,,,0,8403500.1901.8.30,22.8,1901
-52.7,47.56666666666667,0,10.6,,0,,,,,31,,8,12.5,,NL,0,,,,ST JOHN'S,,1901-08-31 00:00:00,,,,,,5.5,8403500,,,0,8403500.1901.8.31,14.4,1901
-52.7,47.56666666666667,0,11.7,,0,,,,,1,,9,17,,NL,0,,,,ST JOHN'S,,1901-09-01 00:00:00,,,,,,1,8403500,,,0,8403500.1901.9.1,22.2,1901
-52.7,47.56666666666667,0,9.4,,0,,,,,2,,9,12.8,,NL,0,,,,ST JOHN'S,,1901-09-02 00:00:00,,,,,,5.2,8403500,,,0,8403500.1901.9.2,16.1,1901
-52.7,47.56666666666667,0,3.3,,0,,,,,3,,9,9.7,,NL,0,,,,ST JOHN'S,,1901-09-03 00:00:00,,,,,,8.3,8403500,,,0,8403500.1901.9.3,16.1,1901
-52.7,47.56666666666667,0,6.1,,0,,,,,4,,9,12.2,,NL,0,,,,ST JOHN'S,,1901-09-04 00:00:00,,,,,,5.8,8403500,,,0,8403500.1901.9.4,18.3,1901
-52.7,47.56666666666667,0,9.4,,0,,,,,5,,9,15.3,,NL,0,,,,ST JOHN'S,,1901-09-05 00:00:00,,,,,,2.7,8403500,,,0,8403500.1901.9.5,21.1,1901
-52.7,47.56666666666667,0,5.6,,0,,,,,6,,9,13.4,,NL,0,,,,ST JOHN'S,,1901-09-06 00:00:00,,,,,,4.6,8403500,,,0,8403500.1901.9.6,21.1,1901
-52.7,47.56666666666667,0,15,,0,,,,,7,,9,20.6,,NL,0,,,,ST JOHN'S,,1901-09-07 00:00:00,,,,,,0,8403500,,,2.6,8403500.1901.9.7,26.1,1901
-52.7,47.56666666666667,0,8.3,,0,,,,,8,,9,16.7,,NL,0,,,,ST JOHN'S,,1901-09-08 00:00:00,,,,,,1.3,8403500,,,0,8403500.1901.9.8,25,1901
-52.7,47.56666666666667,0,4.4,,0,,,,,9,,9,6.7,,NL,0,,,,ST JOHN'S,,1901-09-09 00:00:00,,,,,,11.3,8403500,,,0,8403500.1901.9.9,8.9,1901
-52.7,47.56666666666667,0,2.2,,0,,,,,10,,9,8.9,,NL,0,,,,ST JOHN'S,,1901-09-10 00:00:00,,,,,,9.1,8403500,,,0,8403500.1901.9.10,15.6,1901
-52.7,47.56666666666667,0,3.3,,2.5,,,,,11,,9,10,,NL,2.5,,,,ST JOHN'S,,1901-09-11 00:00:00,,,,,,8,8403500,,,0,8403500.1901.9.11,16.7,1901
-52.7,47.56666666666667,0,3.9,,3.3,,,,,12,,9,10,,NL,3.3,,,,ST JOHN'S,,1901-09-12 00:00:00,,,,,,8,8403500,,,0,8403500.1901.9.12,16.1,1901
-52.7,47.56666666666667,0,12.2,,16.3,,,,,13,,9,16.4,,NL,16.3,,,,ST JOHN'S,,1901-09-13 00:00:00,,,,,,1.6,8403500,,,0,8403500.1901.9.13,20.6,1901
-52.7,47.56666666666667,0,12.8,,0,,,,,14,,9,17.8,,NL,0,,,,ST JOHN'S,,1901-09-14 00:00:00,,,,,,0.2,8403500,,,0,8403500.1901.9.14,22.8,1901
-52.7,47.56666666666667,0,11.7,,0,,,,,15,,9,15,,NL,0,,,,ST JOHN'S,,1901-09-15 00:00:00,,,,,,3,8403500,,,0,8403500.1901.9.15,18.3,1901
-52.7,47.56666666666667,0,11.1,,0,,,,,16,,9,14.7,,NL,0,,,,ST JOHN'S,,1901-09-16 00:00:00,,,,,,3.3,8403500,,,0,8403500.1901.9.16,18.3,1901
-52.7,47.56666666666667,0,15,,0,,,,,17,,9,18.1,,NL,0,,,,ST JOHN'S,,1901-09-17 00:00:00,,,,,,0,8403500,,,0.1,8403500.1901.9.17,21.1,1901
-52.7,47.56666666666667,0,13.3,,0,,,,,18,,9,17.5,,NL,0,,,,ST JOHN'S,,1901-09-18 00:00:00,,,,,,0.5,8403500,,,0,8403500.1901.9.18,21.7,1901
-52.7,47.56666666666667,0,12.8,,4.6,,,,,19,,9,16.1,,NL,4.6,,,,ST JOHN'S,,1901-09-19 00:00:00,,,,,,1.9,8403500,,,0,8403500.1901.9.19,19.4,1901
-52.7,47.56666666666667,0,8.3,,0,,,,,20,,9,13.9,,NL,0,,,,ST JOHN'S,,1901-09-20 00:00:00,,,,,,4.1,8403500,,,0,8403500.1901.9.20,19.4,1901
-52.7,47.56666666666667,0,5,,7.6,,,,,21,,9,10.9,,NL,7.6,,,,ST JOHN'S,,1901-09-21 00:00:00,,,,,,7.1,8403500,,,0,8403500.1901.9.21,16.7,1901
-52.7,47.56666666666667,0,5.6,,0,,,,,22,,9,11.2,,NL,0,,,,ST JOHN'S,,1901-09-22 00:00:00,,,,,,6.8,8403500,,,0,8403500.1901.9.22,16.7,1901
