x,y,PROVINCE_CODE,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,LOCAL_YEAR,HEATING_DEGREE_DAYS_FLAG,LOCAL_DATE,ID,TOTAL_SNOW,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,STATION_NAME,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN,LOCAL_DAY,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS_FLAG,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,MAX_TEMPERATURE,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-08 00:00:00,8403506.2009.8.8,0,0,13.5,,ST JOHN'S A,,17,33,1,,M,0.4,8,,E,,25,,8,M,0.4,,20.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-08-09 00:00:00,8403506.2009.8.9,0,0,12.1,,ST JOHN'S A,T,16.5,37,1.5,,M,0,9,,E,,28,,8,M,0,,20.9,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-08-10 00:00:00,8403506.2009.8.10,0,0,12.1,,ST JOHN'S A,T,17.9,39,0.1,,M,0,10,,E,,25,,8,M,0,,23.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-11 00:00:00,8403506.2009.8.11,0,0,14.5,,ST JOHN'S A,,16,56,2,,M,36.4,11,,E,,18,,8,M,36.4,,17.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-08-12 00:00:00,8403506.2009.8.12,0,0,8.4,,ST JOHN'S A,T,13,33,5,,M,0,12,,E,,1,,8,M,0,,17.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-13 00:00:00,8403506.2009.8.13,0,0,9.1,,ST JOHN'S A,,16.2,39,1.8,,M,0,13,,E,,25,,8,M,0,,23.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-14 00:00:00,8403506.2009.8.14,0,0,13.7,,ST JOHN'S A,,17.7,44,0.3,,M,0,14,,E,,26,,8,M,0,,21.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-15 00:00:00,8403506.2009.8.15,0,1.8,14.3,,ST JOHN'S A,,19.8,37,0,,M,0,15,,E,,25,,8,M,0,,25.3,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-16 00:00:00,8403506.2009.8.16,0,0,11.4,,ST JOHN'S A,,16.3,48,1.7,,M,1.6,16,,E,,25,,8,M,1.6,,21.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-17 00:00:00,8403506.2009.8.17,0,0,10.8,,ST JOHN'S A,,15.9,37,2.1,,M,0,17,,E,,2,,8,M,0,,20.9,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-18 00:00:00,8403506.2009.8.18,0,0,10.5,,ST JOHN'S A,,12,44,6,,M,26.4,18,,E,,11,,8,M,26.4,,13.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-19 00:00:00,8403506.2009.8.19,0,0.1,13.1,,ST JOHN'S A,,18.1,44,0,,M,0.2,19,,E,,26,,8,M,0.2,,23,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-20 00:00:00,8403506.2009.8.20,0,2.1,16.2,,ST JOHN'S A,,20.1,37,0,,M,2.8,20,,E,,26,,8,M,2.8,,24,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-21 00:00:00,8403506.2009.8.21,0,0.3,13.9,,ST JOHN'S A,,18.3,0,0,,M,0,21,,,,0,,8,M,0,,22.7,,
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-08-22 00:00:00,8403506.2009.8.22,0,2.1,14.4,,ST JOHN'S A,T,20.1,56,0,,M,0,22,,E,,25,,8,M,0,,25.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-23 00:00:00,8403506.2009.8.23,0,4.1,18.4,,ST JOHN'S A,,22.1,80,0,,M,38.2,23,,E,,16,,8,M,38.2,,25.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-24 00:00:00,8403506.2009.8.24,0,0,13.3,,ST JOHN'S A,,16.2,78,1.8,,M,1.6,24,,E,,31,,8,M,1.6,,19.1,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-25 00:00:00,8403506.2009.8.25,0,0,7.5,,ST JOHN'S A,,14.5,32,3.5,,M,0,25,,E,,30,,8,M,0,,21.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-08-26 00:00:00,8403506.2009.8.26,0,0,7.3,,ST JOHN'S A,T,12,48,6,,M,0,26,,E,,20,,8,M,0,,16.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-27 00:00:00,8403506.2009.8.27,0,0,11.8,,ST JOHN'S A,,16,61,2,,M,0.4,27,,E,,27,,8,M,0.4,,20.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-28 00:00:00,8403506.2009.8.28,0,0,9.5,,ST JOHN'S A,,12.7,63,5.3,,M,0,28,,E,,26,,8,M,0,,15.9,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-29 00:00:00,8403506.2009.8.29,0,0,8.3,,ST JOHN'S A,,13.2,63,4.8,,M,0,29,,E,,28,,8,M,0,,18.1,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-08-30 00:00:00,8403506.2009.8.30,0,0,8,,ST JOHN'S A,,13.4,74,4.6,,M,30,30,,E,,14,,8,M,30,,18.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-08-31 00:00:00,8403506.2009.8.31,0,0,13.8,,ST JOHN'S A,T,16.5,46,1.5,,M,0,31,,E,,27,,8,M,0,,19.1,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-09-01 00:00:00,8403506.2009.9.1,0,0,9.6,,ST JOHN'S A,T,14.6,44,3.4,,M,0,1,,E,,25,,9,M,0,,19.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-02 00:00:00,8403506.2009.9.2,0,0,9.1,,ST JOHN'S A,,12.2,37,5.8,,M,0,2,,E,,25,,9,M,0,,15.3,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-03 00:00:00,8403506.2009.9.3,0,0,11.3,,ST JOHN'S A,,16.5,67,1.5,,M,0,3,,E,,26,,9,M,0,,21.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-04 00:00:00,8403506.2009.9.4,0,0,12.3,,ST JOHN'S A,,17.8,46,0.2,,M,0,4,,E,,25,,9,M,0,,23.3,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-05 00:00:00,8403506.2009.9.5,0,0,5.3,,ST JOHN'S A,,9.6,0,8.4,,M,0,5,,,,0,,9,M,0,,13.9,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-06 00:00:00,8403506.2009.9.6,0,0,4.8,,ST JOHN'S A,,9.5,0,8.5,,M,0,6,,,,0,,9,M,0,,14.1,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-07 00:00:00,8403506.2009.9.7,0,0,7.4,,ST JOHN'S A,,13.6,70,4.4,,M,0,7,,E,,26,,9,M,0,,19.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-08 00:00:00,8403506.2009.9.8,0,0,12.5,,ST JOHN'S A,,15.2,,2.8,,M,0.8,8,,M,,,,9,M,0.8,,17.9,,M
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-09-09 00:00:00,8403506.2009.9.9,0,0,5.3,,ST JOHN'S A,T,9.3,,8.7,,M,0,9,,M,,,,9,M,0,,13.2,,M
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-10 00:00:00,8403506.2009.9.10,0,0,4.5,,ST JOHN'S A,,8,44,10,,M,0.2,10,,E,,33,,9,M,0.2,,11.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-11 00:00:00,8403506.2009.9.11,0,0,7.2,,ST JOHN'S A,,13.9,50,4.1,,M,0,11,,E,,28,,9,M,0,,20.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-12 00:00:00,8403506.2009.9.12,0,0,6.1,,ST JOHN'S A,,11.2,33,6.8,,M,0,12,,E,,35,,9,M,0,,16.3,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-13 00:00:00,8403506.2009.9.13,0,0,6.6,,ST JOHN'S A,,10.2,33,7.8,,M,4,13,,E,,18,,9,M,4,,13.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-14 00:00:00,8403506.2009.9.14,0,0,12.2,,ST JOHN'S A,,15.1,69,2.9,,M,53.2,14,,E,,16,,9,M,53.2,,17.9,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-09-15 00:00:00,8403506.2009.9.15,0,0,9.7,,ST JOHN'S A,T,14,61,4,,M,0,15,,E,,26,,9,M,0,,18.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-16 00:00:00,8403506.2009.9.16,0,0,5.7,,ST JOHN'S A,,7.7,33,10.3,,M,1.2,16,,E,,3,,9,M,1.2,,9.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-17 00:00:00,8403506.2009.9.17,0,0,5.4,,ST JOHN'S A,,11.4,37,6.6,,M,0,17,,E,,27,,9,M,0,,17.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-18 00:00:00,8403506.2009.9.18,0,0,6.2,,ST JOHN'S A,,10.3,65,7.7,,M,31,18,,E,,31,,9,M,31,,14.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-19 00:00:00,8403506.2009.9.19,0,0,7.9,,ST JOHN'S A,,12.3,37,5.7,,M,3.2,19,,E,,23,,9,M,3.2,,16.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-20 00:00:00,8403506.2009.9.20,0,0,7.2,,ST JOHN'S A,,8.4,41,9.6,,M,2,20,,E,,32,,9,M,2,,9.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-21 00:00:00,8403506.2009.9.21,0,0,8.3,,ST JOHN'S A,,11.1,41,6.9,,M,0.4,21,,E,,26,,9,M,0.4,,13.9,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-22 00:00:00,8403506.2009.9.22,0,0,10,,ST JOHN'S A,,14.9,54,3.1,,M,0,22,,E,,26,,9,M,0,,19.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-23 00:00:00,8403506.2009.9.23,0,0,11.2,,ST JOHN'S A,,14.5,67,3.5,,M,0,23,,E,,25,,9,M,0,,17.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-24 00:00:00,8403506.2009.9.24,0,0,7.1,,ST JOHN'S A,,12.3,70,5.7,,M,14.6,24,,E,,25,,9,M,14.6,,17.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-25 00:00:00,8403506.2009.9.25,0,0,5.5,,ST JOHN'S A,,6.7,59,11.3,,M,0.2,25,,E,,4,,9,M,0.2,,7.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-26 00:00:00,8403506.2009.9.26,0,0,1.6,,ST JOHN'S A,,4.7,54,13.3,,M,0,26,,E,,3,,9,M,0,,7.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-27 00:00:00,8403506.2009.9.27,0,0,2.8,,ST JOHN'S A,,9.4,0,8.6,,M,0,27,,,,0,,9,M,0,,15.9,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-28 00:00:00,8403506.2009.9.28,0,0,6.7,,ST JOHN'S A,,11.2,0,6.8,,M,0.4,28,,,,0,,9,M,0.4,,15.7,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-09-29 00:00:00,8403506.2009.9.29,0,0,9.5,,ST JOHN'S A,,10.5,41,7.5,,M,6,29,,E,,16,,9,M,6,,11.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-09-30 00:00:00,8403506.2009.9.30,0,0,10.4,,ST JOHN'S A,T,13.6,37,4.4,,M,0,30,,E,,18,,9,M,0,,16.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-01 00:00:00,8403506.2009.10.1,0,0,12.4,,ST JOHN'S A,,16.6,0,1.4,,M,15.2,1,,,,0,,10,M,15.2,,20.7,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-02 00:00:00,8403506.2009.10.2,0,0,12,,ST JOHN'S A,,13,46,5,,M,34.8,2,,E,,26,,10,M,34.8,,13.9,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-03 00:00:00,8403506.2009.10.3,0,0,7.1,,ST JOHN'S A,,10.2,56,7.8,,M,1.8,3,,E,,31,,10,M,1.8,,13.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-04 00:00:00,8403506.2009.10.4,0,0,5.8,,ST JOHN'S A,,7.2,50,10.8,,M,1,4,,E,,32,,10,M,1,,8.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-05 00:00:00,8403506.2009.10.5,0,0,5.8,,ST JOHN'S A,,8.1,54,9.9,,M,9.6,5,,E,,16,,10,M,9.6,,10.3,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-06 00:00:00,8403506.2009.10.6,0,0,9.8,,ST JOHN'S A,,12.4,41,5.6,,M,7.6,6,,E,,24,,10,M,7.6,,15,,E
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-10-07 00:00:00,8403506.2009.10.7,0,0,7.2,,ST JOHN'S A,T,9.7,57,8.3,,M,0,7,,E,,28,,10,M,0,,12.1,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-08 00:00:00,8403506.2009.10.8,0,0,6.9,,ST JOHN'S A,,7.7,61,10.3,,M,44.4,8,,E,,3,,10,M,44.4,,8.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-09 00:00:00,8403506.2009.10.9,0,0,6.7,,ST JOHN'S A,,7.8,57,10.2,,M,8.2,9,,E,,1,,10,M,8.2,,8.9,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-10 00:00:00,8403506.2009.10.10,0,0,5.8,,ST JOHN'S A,,7,37,11,,M,1.8,10,,E,,36,,10,M,1.8,,8.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-11 00:00:00,8403506.2009.10.11,0,0,4.9,,ST JOHN'S A,,6.9,63,11.1,,M,7,11,,E,,30,,10,M,7,,8.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-12 00:00:00,8403506.2009.10.12,0,0,4.1,,ST JOHN'S A,,5.8,61,12.2,,M,2.2,12,,E,,29,,10,M,2.2,,7.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-13 00:00:00,8403506.2009.10.13,0,0,3.3,,ST JOHN'S A,,6.7,,11.3,,M,0,13,,M,,,,10,M,0,,10.1,,M
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-14 00:00:00,8403506.2009.10.14,5.2,0,0.7,,ST JOHN'S A,,3,,15,,M,41.2,14,,M,,,,10,M,46.4,,5.2,,M
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-15 00:00:00,8403506.2009.10.15,0,0,1.1,,ST JOHN'S A,,4.8,65,13.2,,M,0,15,,E,,30,,10,M,0,,8.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-16 00:00:00,8403506.2009.10.16,0,0,-0.5,,ST JOHN'S A,,4,67,14,,M,23,16,,E,,11,,10,M,23,,8.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-17 00:00:00,8403506.2009.10.17,0,0,3,,ST JOHN'S A,,6.9,83,11.1,,M,30.6,17,,E,,12,,10,M,30.6,,10.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-18 00:00:00,8403506.2009.10.18,0,0,0.1,,ST JOHN'S A,,2.4,0,15.6,,M,0.4,18,,,,0,,10,M,0.4,,4.6,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-19 00:00:00,8403506.2009.10.19,0,0,1.1,,ST JOHN'S A,,4.9,54,13.1,,M,14,19,,E,,13,,10,M,14,,8.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-20 00:00:00,8403506.2009.10.20,0,0,2.4,,ST JOHN'S A,,4.9,41,13.1,,M,2,20,,E,,3,,10,M,2,,7.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-21 00:00:00,8403506.2009.10.21,0,0,2.9,,ST JOHN'S A,,4.2,0,13.8,,M,3,21,,,,0,,10,M,3,,5.5,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-22 00:00:00,8403506.2009.10.22,0,0,0.5,,ST JOHN'S A,,2.8,0,15.2,,M,1,22,,,,0,,10,M,1,,5.1,,
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-23 00:00:00,8403506.2009.10.23,0.8,0,0.8,,ST JOHN'S A,,1.8,59,16.2,,M,5,23,,E,,35,,10,M,5.8,,2.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-24 00:00:00,8403506.2009.10.24,0.2,0,-0.3,T,ST JOHN'S A,,1.2,59,16.8,,M,0,24,,E,,35,,10,M,0.2,,2.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-25 00:00:00,8403506.2009.10.25,0,0,0.1,,ST JOHN'S A,,5.4,59,12.6,,M,3.6,25,,E,,19,,10,M,3.6,,10.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-26 00:00:00,8403506.2009.10.26,0,0,0.1,,ST JOHN'S A,,4.3,67,13.7,,M,1,26,,E,,29,,10,M,1,T,8.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-27 00:00:00,8403506.2009.10.27,0,0,-2,,ST JOHN'S A,,0.1,65,17.9,,M,0,27,,E,,32,,10,M,0,,2.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-28 00:00:00,8403506.2009.10.28,0.6,0,-1.7,,ST JOHN'S A,,0.8,74,17.2,,M,0.6,28,,E,,32,,10,M,1.2,,3.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-29 00:00:00,8403506.2009.10.29,0,0,-0.2,,ST JOHN'S A,,1.6,54,16.4,,M,2.8,29,,E,,35,,10,M,2.8,T,3.3,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-10-30 00:00:00,8403506.2009.10.30,0,0,-1.4,,ST JOHN'S A,,1.7,0,16.3,,M,0,30,,,,0,,10,M,0,,4.7,,
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-10-31 00:00:00,8403506.2009.10.31,0,0,-0.5,,ST JOHN'S A,T,6.2,78,11.8,,M,0,31,,E,,24,,10,M,0,,12.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-01 00:00:00,8403506.2009.11.1,0,0,6.7,,ST JOHN'S A,,11.9,85,6.1,,M,2.8,1,,E,,25,,11,M,2.8,,17.1,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-02 00:00:00,8403506.2009.11.2,0,0,1.1,,ST JOHN'S A,,3.9,32,14.1,,M,0,2,,E,,7,,11,M,0,,6.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-03 00:00:00,8403506.2009.11.3,0,0,1.3,,ST JOHN'S A,,6.9,54,11.1,,M,24,3,,E,,21,,11,M,24,,12.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-04 00:00:00,8403506.2009.11.4,0,0,2.3,,ST JOHN'S A,,8.6,52,9.4,,M,15.4,4,,E,,28,,11,M,15.4,,14.8,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-05 00:00:00,8403506.2009.11.5,0,0,-1.6,,ST JOHN'S A,,1.8,59,16.2,,M,0,5,,E,,29,,11,M,0,,5.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-06 00:00:00,8403506.2009.11.6,2.2,0,-0.6,,ST JOHN'S A,,2.3,,15.7,,M,13.2,6,,M,,,,11,M,15.4,,5.1,,M
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-07 00:00:00,8403506.2009.11.7,0.4,0,-1.3,,ST JOHN'S A,,2.2,74,15.8,,M,3.4,7,,E,,34,,11,M,3.8,,5.6,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-08 00:00:00,8403506.2009.11.8,0,0,-2.2,T,ST JOHN'S A,,2.2,46,15.8,,M,2.6,8,,E,,24,,11,M,2.6,,6.5,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-09 00:00:00,8403506.2009.11.9,0,0,3.5,,ST JOHN'S A,,5.6,56,12.4,,M,0.6,9,,E,,28,,11,M,0.6,,7.7,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-10 00:00:00,8403506.2009.11.10,0,0,-2.5,,ST JOHN'S A,,2.6,0,15.4,,M,0,10,,,,0,,11,M,0,,7.7,,
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-11-11 00:00:00,8403506.2009.11.11,1.8,0,-2.8,,ST JOHN'S A,,1.2,44,16.8,,M,0,11,,E,,35,,11,M,1.8,,5.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,1,2009,,2009-11-12 00:00:00,8403506.2009.11.12,0,0,-2.8,,ST JOHN'S A,,0.2,,17.8,,M,0,12,,M,,,,11,M,0,,3.2,,M
-52.742777777777775,47.62222222222222,NL,,8403506,T,0,2009,,2009-11-13 00:00:00,8403506.2009.11.13,0,0,0.2,T,ST JOHN'S A,T,2.9,,15.1,,M,0,13,,M,,,,11,M,0,T,5.6,,M
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-14 00:00:00,8403506.2009.11.14,0,0,-1,,ST JOHN'S A,,3.2,46,14.8,,M,0,14,,E,,27,,11,M,0,,7.4,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-15 00:00:00,8403506.2009.11.15,0,0,3.9,,ST JOHN'S A,,7,57,11,,M,9.4,15,,E,,27,,11,M,9.4,,10,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-16 00:00:00,8403506.2009.11.16,0,0,4.2,,ST JOHN'S A,,8.7,61,9.3,,M,5.4,16,,E,,25,,11,M,5.4,,13.2,,E
-52.742777777777775,47.62222222222222,NL,,8403506,,0,2009,,2009-11-17 00:00:00,8403506.2009.11.17,0.8,0,-0.9,,ST JOHN'S A,,1.8,70,16.2,,M,1,17,,E,,29,,11,M,1.8,,4.4,,E
